Att Set,NUMBER,MODEL NUMBER,PRODUCT NAME,Description,UPC BARCODE NUMBER,Price,DIMENSIONS,Sink Diameter,Sink Length,Sink Width,Sink Height,Back-to-Front,Bowl Depth,Faucet Height,Spout Height,Spout Reach,Center to Center,Unit of measure,Box Size,PACK DEPTH,PACK WIDTH,PACK HEIGHT,GROSS WEIGHT,NET WEIGHT,"Product Status (N=new, O=dsc, A=active)",Product Finish/Color,Product Finish/Color,Size Options,Faucet Holes / Holes Required (#),Other Options (not already listed),Product Materials,Ships Via,Usually Ships In,"Listing, Certificate",ADA Compliant faucet,Disclaimer or Note,Returnable,Minimum Order,product image File,Alt Image 1,Alt Image 2,Alt Image 3,Alt Image 4,Alt Image 5,Alt Image 6,Alt Image 7,Alt Image 8,Alt Image 9,Alt Image 10,Alt Image 11,Alt Image 12,Alt Image 13,Alt Image 14,Alt Image 15,Alt Image 16,Alt Image 17,Alt Image 18,Alt Image 19,Alt Image 20,Alt Image 21,Alt Image 22,Installation Manual's PDF'S,Installation Manual's PDF'S
Bathroom Combos,GCOM0854,C-GV-101-12mm-15000CH,Kraus C-GV-101-12mm-15000CH Clear Glass Vessel Sink and Ventus Faucet Chrome,"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish Clear glass sink and Ventus vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features polished glass interior and exterior</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in Chrome finish</li>
<li>Diameter: 16.5 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Ventus single-hole vessel faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 12.7”</li>
<li>Height of Spout: 8.8”</li>
<li>Reach:  5.3”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>",846639010054,260,"Sink 16.5 inches D x 5.5 inches H
Faucet height: 12.7 inches  
Spout height: 8.8 inches
Spout reach: 5.3 inches
",16.5,n/a,n/a,5.5,n/a,5.5,12.7,8.8,5.3,10.8,inches,"30"" x 20"" x 10""",30,20,10,29,27,N,Chrome,Clear Glass/ Chrome Finish,none,2,none,tempered glass/solid brass,Fedex/ UPS,24 - 72 Hours,"Sink: UPC, cUPC, CSA, IAPMO, ANSI and SCC",Yes,none,Yes,1,c-gv-101-12mm-15000ch-1.jpg,c-gv-101-12mm-15000ch-2.jpg,c-gv-101-12mm-15000ch-3.jpg,c-gv-101-12mm-15000ch-4.jpg,c-gv-101-12mm-15000ch-5.jpg,c-gv-101-12mm-15000ch-6.jpg,c-gv-101-12mm-15000ch-7.jpg,c-gv-101-12mm-15000ch-8.jpg,,,,,,,,,,,,,,,,Glass Vessel Sink (14inch17inch).pdf,KEF-15000.pdf
Bathroom Combos,GCOM0855,C-GV-101-19mm-15000CH,Kraus C-GV-101-19mm-15000CH Clear 19mm thick Glass Vessel Sink and Ventus Faucet Chrome,"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish glass sink and Ventus vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features polished glass interior and exterior</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in Chrome finish</li>
<li>Diameter: 17 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.75 inch (19 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Ventus single-hole vessel faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 12.7”</li>
<li>Height of Spout: 8.8”</li>
<li>Reach:  5.3”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>",846639010061,270,"Sink 17 inches D x 6 inches H
Faucet height: 12.7 inches  
Spout height: 8.8 inches
Spout reach: 5.3 inches
",17,n/a,n/a,6,n/a,6,12.7,8.8,5.3,11,inches,"30"" x 20"" x 10""",30,20,10,33,31,N,Chrome,Clear Glass/ Chrome Finish,none,2,none,tempered glass/solid brass,Fedex/ UPS,24 - 72 Hours,"Sink: UPC, cUPC, CSA, IAPMO, ANSI and SCC",Yes,none,Yes,1,c-gv-101-19mm-15000ch-1.jpg,c-gv-101-19mm-15000ch-2.jpg,c-gv-101-19mm-15000ch-3.jpg,c-gv-101-19mm-15000ch-4.jpg,c-gv-101-19mm-15000ch-5.jpg,c-gv-101-19mm-15000ch-6.jpg,c-gv-101-19mm-15000ch-7.jpg,,,,,,,,,,,,,,,,,Glass Vessel Sink (14inch17inch).pdf,KEF-15000.pdf
Bathroom Combos,GCOM0856,C-GV-101FR-12mm-15000CH,Kraus C-GV-101FR-12mm-15000CH Frosted Glass Vessel Sink and Ventus Faucet Chrome,"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish Frosted Clear glass sink and Ventus vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features polished glass interior and exterior</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in Chrome finish</li>
<li>Diameter: 16.5 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li> 
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Ventus single-hole vessel faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 12.7”</li>
<li>Height of Spout: 8.8”</li>
<li>Reach:  5.3”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>
",846639010078,260,"Sink 16.5 inches D x 5.5 inches H
Faucet height: 12.7 inches  
Spout height: 8.8 inches
Spout reach: 5.3 inches
",16.5,n/a,n/a,5.5,n/a,5.5,12.7,8.8,5.3,10.8,inches,"30"" x 20"" x 10""",30,20,10,29,27,N,Chrome,Frosted Glass/ Chrome Finish,none,2,none,tempered glass/solid brass,Fedex/ UPS,24 - 72 Hours,"Sink: UPC, cUPC, CSA, IAPMO, ANSI and SCC",Yes,none,Yes,1,c-gv-101fr-12mm-15000ch-1.jpg,c-gv-101fr-12mm-15000ch-2.jpg,c-gv-101fr-12mm-15000ch-3.jpg,c-gv-101fr-12mm-15000ch-4.jpg,c-gv-101fr-12mm-15000ch-5.jpg,c-gv-101fr-12mm-15000ch-6.jpg,c-gv-101fr-12mm-15000ch-7.jpg,c-gv-101fr-12mm-15000ch-8.jpg,,,,,,,,,,,,,,,,Glass Vessel Sink (14inch17inch).pdf,KEF-15000.pdf
Bathroom Combos,GCOM0857,C-GV-103-12mm-15000CH,Kraus C-GV-103-12mm-15000CH Clear Brown Glass Vessel Sink and Ventus Faucet Chrome,"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish Brown glass sink and Ventus vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features polished glass interior and exterior</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in Chrome finish</li>
<li>Diameter: 16.5 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li> 
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Ventus single-hole vessel faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 12.7”</li>
<li>Height of Spout: 8.8”</li>
<li>Reach:  5.3”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>
",846639010085,260,"Sink 16.5 inches D x 5.5 inches H
Faucet height: 12.7 inches  
Spout height: 8.8 inches
Spout reach: 5.3 inches
",16.5,n/a,n/a,5.5,n/a,5.5,12.7,8.8,5.3,10.8,inches,"30"" x 20"" x 10""",30,20,10,29,27,N,Chrome,Clear Brown Glass/ Chrome Finish,none,2,none,tempered glass/solid brass,Fedex/ UPS,24 - 72 Hours,"Sink: UPC, cUPC, CSA, IAPMO, ANSI and SCC",Yes,none,Yes,1,c-gv-103-12mm-15000ch-1.jpg,c-gv-103-12mm-15000ch-2.jpg,c-gv-103-12mm-15000ch-3.jpg,c-gv-103-12mm-15000ch-4.jpg,c-gv-103-12mm-15000ch-5.jpg,c-gv-103-12mm-15000ch-6.jpg,c-gv-103-12mm-15000ch-7.jpg,,,,,,,,,,,,,,,,,Glass Vessel Sink (14inch17inch).pdf,KEF-15000.pdf
Bathroom Combos,GCOM0858,C-GV-103FR-12mm-15000CH,Kraus C-GV-103FR-12mm-15000CH Frosted Brown Glass Vessel Sink and Ventus Faucet Chrome,"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish Frosted Brown glass sink and Ventus vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features polished glass interior and exterior</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in Chrome finish</li>
<li>Diameter: 16.5 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li> 
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Ventus single-hole vessel faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 12.7”</li>
<li>Height of Spout: 8.8”</li>
<li>Reach:  5.3”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>
",846639010092,260,"Sink 16.5 inches D x 5.5 inches H
Faucet height: 12.7 inches  
Spout height: 8.8 inches
Spout reach: 5.3 inches
",16.5,n/a,n/a,5.5,n/a,5.5,12.7,8.8,5.3,10.8,inches,"30"" x 20"" x 10""",30,20,10,29,27,N,Chrome,Frosted Brown Glass/ Chrome Finish,none,2,none,tempered glass/solid brass,Fedex/ UPS,24 - 72 Hours,"Sink: UPC, cUPC, CSA, IAPMO, ANSI and SCC",Yes,none,Yes,1,c-gv-103fr-12mm-15000ch-1.jpg,c-gv-103fr-12mm-15000ch-2.jpg,c-gv-103fr-12mm-15000ch-3.jpg,c-gv-103fr-12mm-15000ch-4.jpg,c-gv-103fr-12mm-15000ch-5.jpg,c-gv-103fr-12mm-15000ch-6.jpg,c-gv-103fr-12mm-15000ch-7.jpg,,,,,,,,,,,,,,,,,Glass Vessel Sink (14inch17inch).pdf,KEF-15000.pdf
Bathroom Combos,GCOM0859,C-GV-104-12mm-15000CH,Kraus C-GV-104-12mm-15000CH Clear Black Glass Vessel Sink and Ventus Faucet Chrome,"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish Black glass sink and Ventus vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features polished glass interior and exterior</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in Chrome finish</li>
<li>Diameter: 16.5 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li> 
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Ventus single-hole vessel faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 12.7”</li>
<li>Height of Spout: 8.8”</li>
<li>Reach:  5.3”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>
",846639010108,260,"Sink 16.5 inches D x 5.5 inches H
Faucet height: 12.7 inches  
Spout height: 8.8 inches
Spout reach: 5.3 inches
",16.5,n/a,n/a,5.5,n/a,5.5,12.7,8.8,5.3,10.8,inches,"30"" x 20"" x 10""",30,20,10,29,27,N,Chrome,Clear Black Glass/ Chrome Finish,none,2,none,tempered glass/solid brass,Fedex/ UPS,24 - 72 Hours,"Sink: UPC, cUPC, CSA, IAPMO, ANSI and SCC",Yes,none,Yes,1,c-gv-104-12mm-15000ch-1.jpg,c-gv-104-12mm-15000ch-2.jpg,c-gv-104-12mm-15000ch-3.jpg,c-gv-104-12mm-15000ch-4.jpg,c-gv-104-12mm-15000ch-5.jpg,c-gv-104-12mm-15000ch-6.jpg,c-gv-104-12mm-15000ch-7.jpg,c-gv-104-12mm-15000ch-8.jpg,,,,,,,,,,,,,,,,Glass Vessel Sink (14inch17inch).pdf,KEF-15000.pdf
Bathroom Combos,GCOM0860,C-GV-104FR-12mm-15000CH,Kraus C-GV-104FR-12mm-15000CH Frosted Black Glass Vessel Sink and Ventus Faucet Chrome,"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish Frosted Black glass sink and Ventus vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features polished glass interior and exterior</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in Chrome finish</li>
<li>Diameter: 16.5 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li> 
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Ventus single-hole vessel faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 12.7”</li>
<li>Height of Spout: 8.8”</li>
<li>Reach:  5.3”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>
",846639010115,260,"Sink 16.5 inches D x 5.5 inches H
Faucet height: 12.7 inches  
Spout height: 8.8 inches
Spout reach: 5.3 inches",16.5,n/a,n/a,5.5,n/a,5.5,12.7,8.8,5.3,10.8,inches,"30"" x 20"" x 10""",30,20,10,29,27,N,Chrome,Frosted Black Glass/ Chrome Finish,none,2,none,tempered glass/solid brass,Fedex/ UPS,24 - 72 Hours,"Sink: UPC, cUPC, CSA, IAPMO, ANSI and SCC",Yes,none,Yes,1,c-gv-104fr-12mm-15000ch-1.jpg,c-gv-104fr-12mm-15000ch-2.jpg,c-gv-104fr-12mm-15000ch-3.jpg,c-gv-104fr-12mm-15000ch-4.jpg,c-gv-104fr-12mm-15000ch-5.jpg,c-gv-104fr-12mm-15000ch-6.jpg,c-gv-104fr-12mm-15000ch-7.jpg,c-gv-104fr-12mm-15000ch-8.jpg,,,,,,,,,,,,,,,,Glass Vessel Sink (14inch17inch).pdf,KEF-15000.pdf
Bathroom Combos,GCOM0861,C-GV-500-12mm-15000CH,Kraus C-GV-500-12mm-15000CH Broken Glass Vessel Sink and Ventus Faucet Chrome,"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish glass sink and Ventus vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Sink features polished glass interior and exterior</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in Chrome finish</li>
<li>Diameter: 16.5 inches</li> 
<li>Height: 5.5 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li> 
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Ventus single-hole vessel faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 12.7”</li>
<li>Height of Spout: 8.8”</li>
<li>Reach:  5.3”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>
",846639010122,260,"Sink 16.5 inches D x 5.5 inches H
Faucet height: 12.7 inches  
Spout height: 8.8 inches
Spout reach: 5.3 inches",16.5,n/a,n/a,5.5,n/a,5.5,12.7,8.8,5.3,10.8,inches,"30"" x 20"" x 10""",30,20,10,29,27,N,Chrome,Broken Glass/ Chrome Finish,none,2,none,tempered glass/solid brass,Fedex/ UPS,24 - 72 Hours,"Sink: UPC, cUPC, CSA, IAPMO, ANSI and SCC",Yes,none,Yes,1,c-gv-500-12mm-15000ch-1.jpg,c-gv-500-12mm-15000ch-2.jpg,c-gv-500-12mm-15000ch-3.jpg,c-gv-500-12mm-15000ch-4.jpg,c-gv-500-12mm-15000ch-5.jpg,c-gv-500-12mm-15000ch-6.jpg,c-gv-500-12mm-15000ch-7.jpg,c-gv-500-12mm-15000ch-8.jpg,,,,,,,,,,,,,,,,Glass Vessel Sink (14inch17inch).pdf,KEF-15000.pdf
Bathroom Combos,GCOM0862,C-GVS-901-19mm-15000CH,Kraus C-GVS-901-19mm-15000CH Clear Aquamarine Glass Vessel Sink and Ventus Faucet Chrome,"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish glass sink and Ventus vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Aquamarine sink features polished glass interior and exterior</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in Chrome finish</li>
<li>16.5 inches x 16.5 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Ventus single-hole vessel faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 12.7”</li>
<li>Height of Spout: 8.8”</li>
<li>Reach:  5.3”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>",846639010139,310,"Sink 16.5 inches L x 16.5 inches W x 6 inches H
Faucet height: 12.7 inches  
Spout height: 8.8 inches
Spout reach: 5.3 inches",n/a,16.5,16.5,6,16.5,6,12.7,8.8,5.3,10.8,inches,"30"" x 20"" x 10""",30,20,10,33,31,N,Chrome,Square Clear Glass/ Chrome Finish,none,2,none,tempered glass/solid brass,Fedex/ UPS,24 - 72 Hours,"Sink: UPC, cUPC, CSA, IAPMO, ANSI and SCC",Yes,none,Yes,1,c-gvs-901-19mm-15000ch-1.jpg,c-gvs-901-19mm-15000ch-2.jpg,c-gvs-901-19mm-15000ch-3.jpg,c-gvs-901-19mm-15000ch-4.jpg,c-gvs-901-19mm-15000ch-5.jpg,c-gvs-901-19mm-15000ch-6.jpg,c-gvs-901-19mm-15000ch-7.jpg,c-gvs-901-19mm-15000ch-8.jpg,,,,,,,,,,,,,,,,kraus installation sheets(square)19mm.pdf,KEF-15000.pdf
Bathroom Combos,GCOM0863,C-GVS-910-15mm-15000CH,Kraus C-GVS-910-15mm-15000CH Clear Alexandrite Glass Vessel Sink and Ventus Faucet Chrome,"<ul> 
<li>Add a touch of elegance to your bathroom with a glass sink combo from Kraus</li>
<li>Stylish glass sink and Ventus vessel faucet will complement any bathroom decor</li> 
<li>Installing Kraus combo is an ideal home improvement project</li>
<li><strong><u>Sink</u></strong></li> 
<li>Glass sink is constructed from solid tempered glass</li>
<li>Alexandrite sink features polished glass interior and exterior</li>
<li>Designed for above counter installation with standard US plumbing connections</li>
<li>Solid brass umbrella pop-up drain and mounting ring are included in Chrome finish</li>
<li>18 inches x 18 inches</li> 
<li>Height: 6 inches</li> 
<li>Glass thickness: 0.5 inch (12 mm)</li> 
<li>Mounting ring adds 0.5 inch</li> 
<li>1.75-inch standard drain opening</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
<li><b>Certified and Listed by UPC, cUPC, CSA, IAPMO, ANSI and SCC</b></li> 
<li><strong><u>Faucet</u></strong></li> 
<li>Kraus Ventus single-hole vessel faucet features eye-catching design</li>
<li>Exquisite Collection</li>
<li>Solid Brass construction</li> 
<li>Available in triple plated chrome finish</li>   
<li>Features Hydroplast ceramic cartridge</li>
<li>Flow Water Rate2.2GPM, 60PSI</li>
<li>Single-hole, top-mount installation</li>
<li>Single lever water and temperature control</li>
<li>Standard US plumbing connections</li>
<li>All mounting hardware and hot/cold waterlines are included</li>
<li>Overall Height: 12.7”</li>
<li>Height of Spout: 8.8”</li>
<li>Reach:  5.3”</li>
<li>ADA compliant</li>
<li>Manufactured by Kraus</li>
<li>Limited Lifetime Warranty</li>
</ul>",846639010146,270,"Sink 18 inches L x 18 inches W x 6 inches H
Faucet height: 12.7 inches  
Spout height: 8.8 inches
Spout reach: 5.3 inches",n/a,18,18,6,18,6,12.7,8.8,5.3,11.5,inches,"30"" x 20"" x 10""",30,20,10,33,31,N,Chrome,Square Clear Glass/ Chrome Finish,none,2,none,tempered glass/solid brass,Fedex/ UPS,24 - 72 Hours,"Sink: UPC, cUPC, CSA, IAPMO, ANSI and SCC",Yes,none,Yes,1,c-gvs-910-15mm-15000ch-1.jpg,c-gvs-910-15mm-15000ch-2.jpg,c-gvs-910-15mm-15000ch-3.jpg,c-gvs-910-15mm-15000ch-4.jpg,c-gvs-910-15mm-15000ch-5.jpg,c-gvs-910-15mm-15000ch-6.jpg,c-gvs-910-15mm-15000ch-7.jpg,c-gvs-910-15mm-15000ch-8.jpg,,,,,,,,,,,,,,,,kraus installation sheets(square)19mm.pdf,KEF-15000.pdf
